"","id","org","year","donor","donor_specific","type_donor","internal_donor","donor_continent","amount_nominal","amount_currency2","amount_currency","earmarked","hq","full_series","granularity","source","page","accessed","link","comment","assign","value","amount_nominal_usd","operations","issue_area","issue_area2","issue_area3","staff","comments","staff_quantile","recipient_quantile"
"2207",19158,"UNOG",2018,"Papua New Guinea","assessed contribution","public","no","Oceania",9893.39005959951,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2018","8-12",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2018-9","remo",1,9893.39005959951,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2208",11845,"OHCHR",2012,"United Arab Emirates",NA,"public","no","Middle East",40000,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2012","117-121",2021-12-21,"https://www2.ohchr.org/english/ohchrreport2012/web_en/allegati/10_Funding.pdf","current USD = USD as of time of report","remo",1,40000,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"2209",14722,"UNHCR",2015,"Georgia",NA,"public","no","Asia",30000,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2015","35-38",2021-12-26,"https://www.unhcr.org/publications/fundraising/574ed5574/unhcr-global-report-2015-funding-unhcrs-programmes.html",NA,"R",1,30000,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2210",16601,"UNOG",2005,"Honduras","assessed contribution","public","no","Latin America",10812.6803781869,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2005","3-6",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2004-5","remo",1,10812.6803781869,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2211",7789,"IOM",2002,"Norway","assessed contribution","public","no","Europe",263216,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2002","19-20",2022-02-14,"https://www.iom.int/resources/mc/2113-financial-report-year-ended-31-december-2002","outstanding contributions were deducted","remo",1.558607,168879.005419583,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"2212",2070,"ICRC",2005,"Greece",NA,"public","no","Europe",806104,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2005","378-83",2022-02-22,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",1.245177,647381.055062855,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"2213",31003,"WHO",2020,"Argentina","assessed contributions","public","no","Latin America",4481235,"USD","USD",NA,NA,TRUE,"very granular","CEB Portal","-",2022-04-09,"https://unsceb.org/fs-revenue-government-donor",NA,"livio",1,4481235,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2214",17709,"UNOG",2011,"Chad","assessed contribution","public","no","Africa",4706.1177457668,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2011","2-7",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2010-11","remo",1,4706.1177457668,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2215",30669,"WTO",2019,"Slovakia",NA,"public","no","Europe",768315,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2019","180-1",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.993775,773127.720057357,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"2216",13620,"UNHCR",2007,NA,"Norway","private","no",NA,2558,"USD","USD",NA,NA,TRUE,"partially granular","unhcr_fr_2007","74-76",2021-12-24,"https://www.unhcr.org/4a2fb7a86.pdf","Private Donors","R",1,2558,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2217",30752,"WTO",2020,"Georgia",NA,"public","no","Asia",70380,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2020","180-1",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.938895,74960.4588372502,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"2218",15083,"UNHCR",2017,"UN","World Food Programme (WFP)","public","no",NA,242640,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2017","52-53",2021-12-27,"https://reporting.unhcr.org/sites/default/files/gr2017/pdf/02_Funding.pdf",NA,"R",1,242640,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2219",1329,"Global Fund",2020,"Australia",NA,"public","no","Oceania",20000000,"other","AUD",NA,NA,TRUE,"very granular","fr_globalfund_2020","26, 27",2021-12-24,"https://www.theglobalfund.org/en/archive/annual-reports/",NA,"livio",1.453085,13763819.7352529,"non-field","Health","Health","AIDS, Tuberculosis, Malaria",700,"Operations: GF invests money into countries, research, local implementors; Staff: as of 2022","3rd_quantile","1st_quantile"
"2220",26022,"WIPO",2012,"Denmark",NA,"public","no","Europe",455790,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2012-3","225-228",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2012_2013.pdf",NA,"R",0.937684,486080.598581185,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"2221",6455,"ILO",2016,"Cote d'Ivoire",NA,"public","no","Africa",33483,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2016","71-77",2022-01-03,"https://www.ilo.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_552809.pdf","Assessed contributions according to UN allocations assessment","remo",0.985394,33979.3016803431,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"2222",24055,"WHO",2020,"Bloomberg Family Foundation",NA,"private","no",NA,43000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,43000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2223",29359,"WTO",2011,"Jamaica",NA,"public","no","Latin America",79663,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2011","149-151",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.888042,89706.3427180246,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"2224",15388,"UNHCR",2019,NA,"Belgium","private","no",NA,17570,"USD","USD",NA,NA,TRUE,"partially granular","unhcr_ar_2019","52-53",2021-12-27,"https://reporting.unhcr.org/sites/default/files/gr2019/pdf/GR2019_English_Full_lowres.pdf#_ga=2.210020437.1186302264.1640423672-442410975.1640248303",NA,"R",1,17570,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2225",6740,"ILO",2017,"Lao PDR",NA,"public","no","Asia",7750,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2017","71-77",2022-01-04,"https://www.ilo.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_480366.pdf","Assessed contributions according to UN allocations assessment","remo",0.984692,7870.48132817165,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"2226",6835,"ILO",2017,"Unites States Council Foundation","Better Work - Disney Workplace Improvement: Management Systems","private","no",NA,53730,"USD","USD",NA,NA,TRUE,"very granular","ILO Development Cooperation Dashboard (CSV)",NA,2022-01-03,"https://www.ilo.org/DevelopmentCooperationDashboard/#bwgtqc6","Only includes programs with positive expenditure values; accuracy/completeness of data questionable","remo",1,53730,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"2227",22438,"WHO",2017,"Spain",NA,"public","no","Europe",19000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,19000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2228",6552,"ILO",2016,"Nepal",NA,"public","no","Asia",22726,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2016","71-77",2022-01-03,"https://www.ilo.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_552809.pdf","Assessed contributions according to UN allocations assessment","remo",0.985394,23062.8560758438,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"2229",16733,"UNOG",2006,"Belarus","assessed contribution","public","no","Europe",33421.1790298934,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2006","7-10",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2006-7","remo",1,33421.1790298934,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2230",8360,"IOM",2007,"Denmark","assessed contribution","public","no","Europe",286607,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2007","24-28",2022-02-15,"https://www.iom.int/sites/g/files/tmzbdl486/files/jahia/webdav/shared/shared/mainsite/about_iom/docs/financial_report_2007.pdf","outstanding contributions were deducted","remo",1.200366,238766.342932072,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"2231",24783,"WHO",2020,NA,"PIP Framework Contributors","private","no",NA,1550000,"USD","USD",NA,FALSE,TRUE,"partially granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,1550000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2232",6965,"ILO",2018,"Kiribati",NA,"public","no","Oceania",1,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2018","75-81",2022-01-04,"https://www.ilo.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_695423.pdf","Assessed contributions according to UN allocations assessment","remo",0.977883,1.02261722516906,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"2233",1494,"ICRC",2000,NA,NA,"private","no",NA,2542788,"CHF","CHF",NA,NA,FALSE,"partially granular","ar_icrc_2000","272-9",2022-10-11,"https://blogs.icrc.org/cross-files/annual-reports/","various donors","livio",1.688843,1505639.06769309,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"2234",26562,"WIPO",2015,"Cameroon",NA,"public","no","Africa",2849,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2014-5","260-263",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2014_2015.pdf",NA,"R",0.962381,2960.36600888837,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"2235",14111,"UNHCR",2011,"African Union",NA,"public","no",NA,1015000,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2011","92-95",2021-12-25,"https://www.unhcr.org/publications/fundraising/4fc8808f0/unhcr-global-report-2011-funding-unhcrs-programmes.html",NA,"R",1,1015000,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2236",22788,"WHO",2018,"Finland",NA,"public","no","Europe",8500,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,8500,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2237",4861,"ILO",2007,"Botswana",NA,"public","no","Africa",44573,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2006-7","18-21",2022-01-05,"https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---finance/documents/genericdocument/wcms_735407.pdf","Assessed contributions according to UN allocations assessment","remo",1.200366,37132.8411501159,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"2238",31002,"WHO",2016,"Belgium","assessed contributions","public","no","Europe",4535597,"USD","USD",NA,NA,TRUE,"very granular","CEB Portal","-",2022-04-09,"https://unsceb.org/fs-revenue-government-donor",NA,"livio",1,4535597,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2239",8851,"IOM",2010,"Kenya","voluntary contribution","public","no","Africa",1960513,"USD","USD",NA,NA,TRUE,"very granular","iom_fr_2010","51",2022-02-15,"https://governingbodies.iom.int/system/files/jahia/webdav/shared/shared/mainsite/about_iom/en/council/100/MC_2313.pdf",NA,"remo",1,1960513,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"2240",3586,"ICRC",2016,"Thailand",NA,"public","no","Asia",99767,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2016","552-6",2022-10-12,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",0.985394,101245.796097805,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"2241",23577,"WHO",2019,"Italy",NA,"public","no","Europe",1000000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,1000000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2242",16112,"UNOG",2002,"Solomon Islands","assessed contribution","public","no","Oceania",1091.432402,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2002","9-14",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2002-3","remo",1,1091.432402,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2243",9609,"IOM",2015,"Belize","assessed contribution","public","no","Latin America",468,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2015","54-60",2022-02-15,"https://www.iom.int/resources/c/107/3-financial-report-year-ended-31-december-2015-4","outstanding contributions were deducted","remo",0.962381,486.293889841965,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"2244",11212,"OHCHR",2007,"European Union",NA,"public","no","Europe",5178137,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2007","147-149",2021-12-21,"https://www.ohchr.org/Documents/Press/OHCHR_Report_07_Full.pdf","current USD = USD as of time of report","remo",1,5178137,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"2245",1748,"ICRC",2002,"Vietnam",NA,"public","no","Asia",1479,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2002","374-85",2022-10-11,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",1.558607,948.924263781697,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"2246",15197,"UNHCR",2018,"Morocco",NA,"public","no","Africa",325598,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2018","52-53",2021-12-27,"https://reporting.unhcr.org/sites/default/files/gr2018/pdf/02_Funding.pdf",NA,"R",1,325598,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2247",17439,"UNOG",2009,"Samoa","assessed contribution","public","no","Oceania",2545.1579423611,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2009","3-7",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2008-9","remo",1,2545.1579423611,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2248",24522,"WHO",2020,"Save the Children",NA,"private","no",NA,225500,"USD","USD",NA,TRUE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,225500,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2249",12970,"UNHCR",2002,NA,"Germany","private","no",NA,79149,"USD","USD",NA,NA,TRUE,"partially granular","unhcr_fr_2002","31-32",2021-12-23,"https://www.unhcr.org/publications/fundraising/3edf4fce0/unhcr-global-report-2002-unhcr-overview-funding-unhcrs-programmes.html","Private Donors","R",1,79149,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2250",15515,"UNHCR",2020,"UN","UN Habitat","public","no",NA,397405,"USD","USD",NA,NA,TRUE,"very granular","unhcr_ar_2020","38-39",2021-12-29,"https://reporting.unhcr.org/sites/default/files/gr2020/pdf/GR2020_English_Full_lowres.pdf",NA,"R",1,397405,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2251",8573,"IOM",2008,"Norway","voluntary contribution","public","no","Europe",9724322,"USD","USD",NA,NA,TRUE,"very granular","iom_fr_2008","43",2022-02-15,"https://governingbodies.iom.int/system/files/jahia/webdav/shared/shared/mainsite/about_iom/en/council/98/MC_2277.pdf",NA,"remo",1,9724322,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"2252",3352,"ICRC",2015,"Greece",NA,"public","no","Europe",75469,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2015","572-6",2022-10-12,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",0.962381,78419.0460950497,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"2253",14479,"UNHCR",2013,"Romania",NA,"public","no","Europe",267350,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2013","118-121",2021-12-26,"https://www.unhcr.org/publications/fundraising/539809dc0/unhcr-global-report-2013-funding-unhcrs-programmes.html",NA,"R",1,267350,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2254",815,"Global Fund",2002,"Gates Foundation",NA,"private","no",NA,50000000,"USD","USD",NA,NA,TRUE,"very granular","ar_globalfund_2003","35",2021-12-21,"https://www.theglobalfund.org/en/archive/annual-reports/","defined as 2001-2 in AR","livio",1,50000000,"non-field","Health","Health","AIDS, Tuberculosis, Malaria",700,"Operations: GF invests money into countries, research, local implementors; Staff: as of 2022","3rd_quantile","1st_quantile"
"2255",22929,"WHO",2018,"Kanazawa University",NA,"private","no",NA,83500,"USD","USD",NA,TRUE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,83500,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2256",26979,"WIPO",2017,"Guinea-Bissau",NA,"public","no","Africa",1424,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2016-7","239-242",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2016_2017.pdf",NA,"R",0.984692,1446.13747242793,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"2257",20561,"WHO",2005,"Jordan",NA,"public","no","Asia",40565,"USD","USD",NA,NA,TRUE,"very granular","who_fr_2004-5","49-53",2022-01-10,"https://apps.who.int/iris/bitstream/handle/10665/21317/A59_28-en.pdf?sequence=1&isAllowed=y","Assessed contributions; covering 2004 and 2005","R",1,40565,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2258",12720,"UNHCR",2000,"Malaysia",NA,"public","no","Asia",200000,"USD","USD",TRUE,NA,FALSE,"very granular","unhcr_fr_2000","29-33",2021-12-23,"https://www.unhcr.org/publications/fundraising/3e23eb53e/unhcr-global-report-2000-funding-unhcrs-programmes.html",NA,"R",1,200000,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2259",19490,"UNOG",2020,"Iran","assessed contribution","public","no","Asia",1136113.20883596,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2020","8-12",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2018-9 (no numbers for 2020)","remo",1,1136113.20883596,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2260",18142,"UNOG",2013,"Israel","assessed contribution","public","no","Middle East",1040839.58803252,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2013","2-7",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2012-13","remo",1,1040839.58803252,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2261",11531,"OHCHR",2009,"United Kingdom",NA,"public","no","Europe",240511,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2009","190-195",2021-12-21,"https://www.ohchr.org/Documents/Publications/I_OHCHR_Rep_2009_complete_final.pdf","current USD = USD as of time of report","remo",1,240511,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"2262",25194,"WHO",2021,"Monaco",NA,"public","no","Europe",465000,"USD","USD",NA,TRUE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,465000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2263",21818,"WHO",2016,"Wellcome Trust",NA,"private","no",NA,98000,"USD","USD",NA,NA,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,98000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2264",18428,"UNOG",2014,"Trinidad and Tobago","assessed contribution","public","no","Latin America",123678.329633977,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2014","7-10",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2014-15","remo",1,123678.329633977,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"2265",9176,"IOM",2012,"Luxembourg","assessed contribution","public","no","Europe",38403,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2012","46-51",2022-02-15,"https://governingbodies.iom.int/system/files/migrated_files/about-iom/governing-bodies/en/council/103/MC_2376.pdf","outstanding contributions were deducted","remo",0.937684,40955.1618668976,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"2266",32105,"WHO",2017,"Bhutan","assessed contributions","public","no","Asia",4650,"USD","USD",NA,NA,TRUE,"very granular","CEB Portal","-",2022-04-09,"https://unsceb.org/fs-revenue-government-donor",NA,"livio",1,4650,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"2267",14230,"UNHCR",2011,"United Kingdom",NA,"public","no","Europe",120693340,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2011","92-95",2021-12-25,"https://www.unhcr.org/publications/fundraising/4fc8808f0/unhcr-global-report-2011-funding-unhcrs-programmes.html",NA,"R",1,120693340,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2268",15249,"UNHCR",2018,NA,"Belgium","private","no",NA,1790,"USD","USD",NA,NA,TRUE,"partially granular","unhcr_fr_2018","52-53",2021-12-27,"https://reporting.unhcr.org/sites/default/files/gr2018/pdf/02_Funding.pdf",NA,"R",1,1790,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2269",29540,"WTO",2012,"New Zealand",NA,"public","no","Oceania",444947,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2012","150-1",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.937684,474517.00146318,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"2270",427,"GAVI",2008,"Italy","AMC","public","no","Europe",50200000,"USD","USD",NA,NA,TRUE,"very granular","gavi_xlsx_2012",NA,2022-01-12,"https://www.gavi.org/news/document-library/annual-donor-contributions-gavi-2000-2031-31-december-2012","Annual donor contributions from 2000 to 2012 (replaces missing info in gavi_fr_2000 - gavi_fr_2009)","remo",1,50200000,"field","Health","Health","Vaccination",600,"Staff: estimated by www.craft.co","4th_quantile","2nd_quantile"
"2271",14658,"UNHCR",2014,NA,"Angola","private","no",NA,20537,"USD","USD",NA,NA,TRUE,"partially granular","unhcr_fr_2014","144-147",2021-12-26,"https://www.unhcr.org/publications/fundraising/5575a78d0/unhcr-global-report-2014-funding-unhcrs-programmes.html","Private Donors","R",1,20537,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"2272",2520,"ICRC",2008,"Switzerland","Versoix","public","no","Europe",643042,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2008","430-5",2022-02-22,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",1.08309,593710.587301148,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"2273",10241,"IOM",2018,"Peru","assessed contribution","public","no","Latin America",11930,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2018","55-61",2022-02-15,"https://governingbodies.iom.int/system/files/en/council/110/C-110-3%20-%20Financial%20Report%202018.pdf","outstanding contributions were deducted","remo",0.977883,12199.8234962669,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
